filepath,label,original_split
largeFaceShape_dataset\train\square\image-square-141_jpg.rf.914cdde539ab2a0009c40abafb6618e2.jpg,square,train
largeFaceShape_dataset\train\long\oblong-825-_jpg.rf.0ed9527871d913fe47e7dcfcdf8ce296.jpg,long,train
largeFaceShape_dataset\train\oval\oval-758-_jpg.rf.00216b6e6e1d0ee853e5c45005ff7ff1.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-596-_jpg.rf.cfc6da6f9cf9325a0f8d4d9686aa65d4.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-730-_jpg.rf.035fddb5b32767d0b3936f47856967b8.jpg,oval,train
largeFaceShape_dataset\train\round\round-504-_jpg.rf.b60f70dc716cea9dbffe33a616a8518a.jpg,round,train
largeFaceShape_dataset\train\long\oblong-82-_jpg.rf.c74948a59c557a1e23743fb30167abd3.jpg,long,train
largeFaceShape_dataset\train\oval\oval-940-_jpg.rf.efbd1d851039220d4f749218501b0ad2.jpg,oval,train
largeFaceShape_dataset\train\square\square-979-_jpg.rf.5498b43c36b1be39d8c74230b906d843.jpg,square,train
largeFaceShape_dataset\train\round\round-502-_jpg.rf.a33e13323dd962943191cb47517933ef.jpg,round,train
largeFaceShape_dataset\train\square\110_jpg.rf.d3b9edc4d618aa28ca8e0ca15c094630.jpg,square,train
largeFaceShape_dataset\train\round\round-657-_jpg.rf.35f644e85b07bc3fefcb2b3f0a204c7c.jpg,round,train
largeFaceShape_dataset\train\oval\ovale-325_jpg.rf.8388070e5ec11a8fbdcfc5d3090f5c7b.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-519-_jpg.rf.e61310c34340ce24cae89efbb9505d6c.jpg,long,train
largeFaceShape_dataset\train\round\round-550-_jpg.rf.24380f1d383a7fc58301cdf0d4bf167b.jpg,round,train
largeFaceShape_dataset\train\long\oblong-736-_jpg.rf.80956638955297455ca2a16d1c0e2e7e.jpg,long,train
largeFaceShape_dataset\train\long\oblong-519-_jpg.rf.79d3cd4a8200b978d27e0258b735c960.jpg,long,train
largeFaceShape_dataset\train\long\oblong-4-_jpg.rf.29d68c4fdff2a475402464fcc7fd67d5.jpg,long,train
largeFaceShape_dataset\test\long\oblong-640-_jpg.rf.7b923bc7198b9b9fbbf0910ca35deffa.jpg,long,test
largeFaceShape_dataset\train\square\square-484-_jpg.rf.655f4c44ee061b2bf983123d148dc555.jpg,square,train
largeFaceShape_dataset\train\oval\oval-225-_jpg.rf.a41ed23dfc49f55b61ceef5e21038b79.jpg,oval,train
largeFaceShape_dataset\test\long\oblong-891-_jpg.rf.099a505d546327a70d0e113f7e68f214.jpg,long,test
largeFaceShape_dataset\train\round\round-155-_jpg.rf.49699f1b7c1de90cbf86bdb4e05356d2.jpg,round,train
largeFaceShape_dataset\train\long\oblong-135-_jpg.rf.4b431c8a520f12d3c07fd8da8e423fd0.jpg,long,train
largeFaceShape_dataset\train\square\square-910-_jpg.rf.2ff7e55b374ae1287f9fcb7f958ee54d.jpg,square,train
largeFaceShape_dataset\train\oval\oval-344-_jpg.rf.f3ff5ec0e770cfc1ffbe17e456a50bfa.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-339-_jpg.rf.e2f2279dd9979980b5dca9fcee269d0d.jpg,oval,train
largeFaceShape_dataset\train\round\images-round-50_jpg.rf.36f2ab4e2bc6b7e60c1ec720baa71f19.jpg,round,train
largeFaceShape_dataset\test\long\oblong-154-_jpg.rf.fff2c4a840b9b7a03812b86961e87707.jpg,long,test
largeFaceShape_dataset\train\heart\heart-820-_jpg.rf.02c6b13a8e07ee42495c6290547f9428.jpg,heart,train
largeFaceShape_dataset\train\square\square-572-_jpg.rf.eb5219def699977da1edfafdd9686354.jpg,square,train
largeFaceShape_dataset\train\square\square-395-_jpg.rf.70c095cdce3a7fef1d7581b46c422369.jpg,square,train
largeFaceShape_dataset\train\heart\heart-746-_jpg.rf.6096282e1c89ec2050d50efd9c3b3376.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-537-_jpg.rf.f47c5a9927a0b140e78417b91fab7962.jpg,heart,train
largeFaceShape_dataset\test\square\square-769-_jpg.rf.825b6009bea99a2b575678e7b840eff0.jpg,square,test
largeFaceShape_dataset\train\square\image-square-172_jpg.rf.317a5ba6d1c7a83026887c08d4f8a68f.jpg,square,train
largeFaceShape_dataset\test\round\round-152-_jpg.rf.c68804d645ed01e9980c3dc6e1602724.jpg,round,test
largeFaceShape_dataset\train\square\square-357-_jpg.rf.c2eb8b14af32fcee125a27bee2b0d65e.jpg,square,train
largeFaceShape_dataset\test\square\90_jpg.rf.c0ad070a7deac2ad7e4420786ca09105.jpg,square,test
largeFaceShape_dataset\test\square\square-t64_jpg.rf.373d2b650652c29bef29cbc7f2071079.jpg,square,test
largeFaceShape_dataset\train\long\oblong-47-_jpg.rf.fc2c853bd2e33693b2c2c169c8041aef.jpg,long,train
largeFaceShape_dataset\train\long\123_jpg.rf.6c9a6feb01dceb19df9d9e5a91fef39d.jpg,long,train
largeFaceShape_dataset\train\long\41_jpg.rf.822dd9cac012080a5e9a445f34bf5e17.jpg,long,train
largeFaceShape_dataset\train\oval\image-ovale-266_jpg.rf.42ca24906c99a475175c611c3f8c953f.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-584-_jpg.rf.7db482d0ba37b53012831bd9b6328561.jpg,heart,train
largeFaceShape_dataset\train\square\square-437-_jpg.rf.94234f8bf030ada510dae5ad7f84c345.jpg,square,train
largeFaceShape_dataset\test\oval\ovale-t123_jpg.rf.dd89df0cf351b5baee21f5492a7989e2.jpg,oval,test
largeFaceShape_dataset\train\long\oblong-874-_jpg.rf.19d7b31552df2634271bc89fb8c76942.jpg,long,train
largeFaceShape_dataset\train\round\round-511_jpg.rf.0784dabc2636e72d9863efcee41baea4.jpg,round,train
largeFaceShape_dataset\train\square\square-879-_jpg.rf.994e27188a7af489edf589c3406a607c.jpg,square,train
largeFaceShape_dataset\train\long\oblong-432-_jpg.rf.b17c1687b59b402c25c2904827297d73.jpg,long,train
largeFaceShape_dataset\train\square\image-square-131_jpg.rf.17b53cbdbf9f016d86282c5ac3186ec0.jpg,square,train
largeFaceShape_dataset\train\long\oblong-161-_jpg.rf.c663e6d230f1d28084071241a865767e.jpg,long,train
largeFaceShape_dataset\train\square\square-604-_jpg.rf.39c359fd4413283926ecf8b035b2b76d.jpg,square,train
largeFaceShape_dataset\train\square\square-249_jpg.rf.bf4868cb0de2837987e6b312f702ecd5.jpg,square,train
largeFaceShape_dataset\train\square\image-square-167_jpg.rf.98f142525f782447938e9ce2697c537b.jpg,square,train
largeFaceShape_dataset\train\square\square-747-_jpg.rf.262a4ccd70517d54e4f74fcef2a27d1f.jpg,square,train
largeFaceShape_dataset\train\oval\oval-217-_jpg.rf.d77041464a01acb0a09310df61148fe1.jpg,oval,train
largeFaceShape_dataset\test\square\square-301-_jpg.rf.bab3423732965870175d0d6aee421e95.jpg,square,test
largeFaceShape_dataset\train\square\square-553-_jpg.rf.499a4ddda880749b372e357de2e923a6.jpg,square,train
largeFaceShape_dataset\train\oval\oval-341-_jpg.rf.f3b2748063dc31563f341fb308dad8ef.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-42-_jpg.rf.ebe6232e7d376269ff950c14a6f04bec.jpg,long,train
largeFaceShape_dataset\train\heart\heart-543-_jpg.rf.78264a4ce3f09a30b49a6433389f2b2c.jpg,heart,train
largeFaceShape_dataset\train\round\round-59-_jpg.rf.128a0dcaefca8e4f6896cae1dae708ea.jpg,round,train
largeFaceShape_dataset\test\round\round-740-_jpg.rf.507c2e2ef5a8bba3aacefbc12db54f88.jpg,round,test
largeFaceShape_dataset\train\oval\oval-786-_jpg.rf.5b9230e4a6148ddfacaf74a474aed451.jpg,oval,train
largeFaceShape_dataset\train\square\square-711-_jpg.rf.50cc480c8cef3c17b48fbfff503f7ef6.jpg,square,train
largeFaceShape_dataset\train\round\round-646_jpg.rf.dcfe19c184967af4a37a5bdbc5671ff1.jpg,round,train
largeFaceShape_dataset\train\oval\ovale-450_jpg.rf.00881dfdd44fbfadd8f0e0ffe3a2493d.jpg,oval,train
largeFaceShape_dataset\train\square\square-176-_jpg.rf.2d668cc3624bf543d7e4433f56b15233.jpg,square,train
largeFaceShape_dataset\train\heart\heart-682-_jpg.rf.979739fb5f01857e80e58a10189df593.jpg,heart,train
largeFaceShape_dataset\test\long\14_jpg.rf.ac104da1a0f7c1e3c8f43fd6f2b4b35a.jpg,long,test
largeFaceShape_dataset\test\square\94_jpg.rf.c4053e896ffb8e8ac2e3ac25354f1b29.jpg,square,test
largeFaceShape_dataset\train\heart\heart-519-_jpg.rf.55705068d93083d2e3d6e2e608ff5357.jpg,heart,train
largeFaceShape_dataset\train\round\round-93-_jpg.rf.1adb5e6737be05da0ce532a19985dc5e.jpg,round,train
largeFaceShape_dataset\train\heart\heart-164-_jpg.rf.45c9592889f1008a2efbd31483c86731.jpg,heart,train
largeFaceShape_dataset\train\long\84_jpg.rf.863872d9debf29f5412b9d69160abbcd.jpg,long,train
largeFaceShape_dataset\train\oval\oval-729-_jpg.rf.4b7dde379c0f6130ec6eaca9e6f910c6.jpg,oval,train
largeFaceShape_dataset\train\oval\ovale-460_jpg.rf.ee39e10e9a1d0a3e5afb8a020d6730b9.jpg,oval,train
largeFaceShape_dataset\train\round\round-418-_jpg.rf.3df452f2db4f46861cb02418c3d0c108.jpg,round,train
largeFaceShape_dataset\train\long\oblong-868-_jpg.rf.8159741116fbbaabbda7cf0bf85d8be8.jpg,long,train
largeFaceShape_dataset\train\oval\oval-304-_jpg.rf.fca17837477be9c15aeb7d2ca93d5045.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-857-_jpg.rf.fe51d85ca9717fd883f31fd4d7d8683a.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-460-_jpg.rf.c35934bbb5c643aa2faa1b5a73945e05.jpg,heart,train
largeFaceShape_dataset\test\square\43_jpg.rf.423b04ce2db235ddd7b3a2e3df9d047d.jpg,square,test
largeFaceShape_dataset\train\square\square-80-_jpg.rf.24194805a4556423793ca1f778fd6ead.jpg,square,train
largeFaceShape_dataset\train\round\round-763-_jpg.rf.feeda2fb150fb15c267a9e4c8d5380dd.jpg,round,train
largeFaceShape_dataset\train\heart\heart-310-_jpg.rf.01ca46bb461feb81684a7ff800861cf4.jpg,heart,train
largeFaceShape_dataset\train\square\image-square-101_jpg.rf.9280f9738c65bf4be0e6f116ec92c630.jpg,square,train
largeFaceShape_dataset\train\round\round-194-_jpg.rf.8f8cdbd17fdbaa0ae239f76cfd9502fc.jpg,round,train
largeFaceShape_dataset\train\oval\ovale-459_jpg.rf.e7d2ce0660053196104357f9548fc085.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-705-_jpg.rf.573ea28cf95fee7602137fcc8bb652d0.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-631-_jpg.rf.25580fd9de140e521c99eca77c89829e.jpg,oval,train
largeFaceShape_dataset\train\round\round-847-_jpg.rf.91bb2746821715a790051109de9f7d31.jpg,round,train
largeFaceShape_dataset\train\long\oblong-796-_jpg.rf.97dda8683767373f651140709d4e7fa6.jpg,long,train
largeFaceShape_dataset\train\long\oblong-368-_jpg.rf.da6815984f78c6673cc5974b0fc7c74d.jpg,long,train
largeFaceShape_dataset\train\oval\oval-91-_jpg.rf.37b41b8dca096131e23f71e77f19dae8.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-928-_jpg.rf.94d87bdc4e02f3c3a8e1bbd1ea893a83.jpg,long,train
largeFaceShape_dataset\train\oval\oval-268-_jpg.rf.605d32ea6f35243b345a10e5ae11ddc4.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-361-_jpg.rf.59464560a8d673239646fa1a5a9f5bc8.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-401-_jpg.rf.8ceba0911a572aef2e5383762a090050.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-363-_jpg.rf.6151df8d084cc818e6bf994f92b59c16.jpg,oval,train
largeFaceShape_dataset\train\long\21_jpg.rf.2272410a3a8caa1c82089f1200389cfc.jpg,long,train
largeFaceShape_dataset\train\long\oblong-716-_jpg.rf.c8a7bf3dc75c4cef10f7d937fd8c5dad.jpg,long,train
largeFaceShape_dataset\train\long\oblong-902-_jpg.rf.4af951a271f16b69e71d0a617cddf90a.jpg,long,train
largeFaceShape_dataset\train\square\161-1-_jpg.rf.8fce261591d522ecf14e2c780fe6799a.jpg,square,train
largeFaceShape_dataset\train\square\69_jpg.rf.46192528f741cef9f631795442ce41f5.jpg,square,train
largeFaceShape_dataset\train\round\round-472-_jpg.rf.5d4a744b6e473a11907bf73db2405b27.jpg,round,train
largeFaceShape_dataset\train\heart\heart-62-_jpg.rf.f2600ff52d2d10a46379e9e6e9903a1a.jpg,heart,train
largeFaceShape_dataset\train\square\square-546-_jpg.rf.25eff155c1a79b93b5f2a3b42928fe86.jpg,square,train
largeFaceShape_dataset\train\heart\heart-449-_jpg.rf.5535acc157b47de90b9785dcd75618ae.jpg,heart,train
largeFaceShape_dataset\train\long\68_jpg.rf.afefa4e42ae97c1af81bca4a070c2348.jpg,long,train
largeFaceShape_dataset\train\oval\oval-309-_jpg.rf.8f54b493067d1bd636b191c0dc592cc3.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-667-_jpg.rf.e912dade7a1a41bc8eadb6de62ca467e.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-134-_jpg.rf.8361963fbe663f21c298126c01e2ad4f.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-817-_jpg.rf.33207ee546661a3e3d02742e7bb777fe.jpg,heart,train
largeFaceShape_dataset\train\round\round-583-_jpg.rf.c64c8b09b5cfda2fc8a175cbafbd8771.jpg,round,train
largeFaceShape_dataset\train\heart\heart-30-_jpg.rf.bde7ef2fee88e3ddcda54f8d3e5e99ba.jpg,heart,train
largeFaceShape_dataset\train\round\round-371-_jpg.rf.1de04d4f7b23d4b5ad23ea161e52ac29.jpg,round,train
largeFaceShape_dataset\train\long\71_jpg.rf.c3f27bdb2bfcf577d22ea287e6cdc04c.jpg,long,train
largeFaceShape_dataset\train\round\round-671_jpg.rf.0622f21adb8b8e18ee02b7430f25cea1.jpg,round,train
largeFaceShape_dataset\train\heart\heart-543-_jpg.rf.b293d2d42fef8bb2f5a19ac5725abb6f.jpg,heart,train
largeFaceShape_dataset\train\round\round-973-_jpg.rf.eb814e0fd626c3e72a4b121b9167cbfc.jpg,round,train
largeFaceShape_dataset\train\long\oblong-163-_jpg.rf.73da342cfbb76d5e0cb45b6b65682abb.jpg,long,train
largeFaceShape_dataset\train\heart\heart-845-_jpg.rf.d1df2a9b9e269deb54937adcf8145f4a.jpg,heart,train
largeFaceShape_dataset\train\square\square-917-_jpg.rf.f47b9fa9f9824e48050dde913a3d8046.jpg,square,train
largeFaceShape_dataset\train\round\round-671-_jpg.rf.72d33f6083b3f963888060dfc1916bbe.jpg,round,train
largeFaceShape_dataset\train\round\round-679_jpg.rf.c2bd20411a9fefe042820a86ea149a48.jpg,round,train
largeFaceShape_dataset\train\heart\heart-613-_jpg.rf.38949db324ec3f052ba58136c04d48cc.jpg,heart,train
largeFaceShape_dataset\train\square\image-square-153_jpg.rf.a511cdac571c6ef08dedd3cfc98768c0.jpg,square,train
largeFaceShape_dataset\train\long\oblong-435-_jpg.rf.c5d17eac39df624ee6b25399669d6fe5.jpg,long,train
largeFaceShape_dataset\train\long\oblong-253-_jpg.rf.e9f45d8e44e008d8f2b01efd215dfe0f.jpg,long,train
largeFaceShape_dataset\train\round\round-471_jpg.rf.4762e562bf145df0b15180be9d947353.jpg,round,train
largeFaceShape_dataset\train\round\round-571_jpg.rf.276c4ed959cff4ba43afdfedd110008d.jpg,round,train
largeFaceShape_dataset\train\square\square-999-_jpg.rf.b6297c88ec6c33c2e011d8e69491c996.jpg,square,train
largeFaceShape_dataset\train\square\square-455-_jpg.rf.a3f0402f47587c250e9ac044b129414e.jpg,square,train
largeFaceShape_dataset\train\long\oblong-860-_jpg.rf.b46317f2c2e033c420eda8dc6c46a36d.jpg,long,train
largeFaceShape_dataset\train\long\oblong-824-_jpg.rf.ff5861179994b3d8f5acc81da0363d87.jpg,long,train
largeFaceShape_dataset\test\square\square-940-_jpg.rf.12e7ef1fcaa9ae2a254030fe1c57a096.jpg,square,test
largeFaceShape_dataset\train\oval\oval-216-_jpg.rf.683f31caeb751e612fba56c048d7f411.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-500-_jpg.rf.9272e07d56867814e2a0582b292299c1.jpg,oval,train
largeFaceShape_dataset\train\square\square-193_jpg.rf.1dbf3d58e4b25aa93ad6122d00b5399d.jpg,square,train
largeFaceShape_dataset\test\square\square-t1_jpg.rf.53f7a34b2d571d2a59fec38846a72e3a.jpg,square,test
largeFaceShape_dataset\train\oval\oval-872-_jpg.rf.ca01b47bb8217fed6827c71aa9ac84a8.jpg,oval,train
largeFaceShape_dataset\train\square\square-294-_jpg.rf.f4266c6faf56b64eab1775a8b1f32d36.jpg,square,train
largeFaceShape_dataset\train\oval\oval-427-_jpg.rf.5e92129bf6949bef3239e260ef4a6c20.jpg,oval,train
largeFaceShape_dataset\train\long\68_jpg.rf.6601d819769296500211ac3a9876e763.jpg,long,train
largeFaceShape_dataset\train\oval\oval-98-_jpg.rf.d7fb772e3b577188f2b7f276edfdb65e.jpg,oval,train
largeFaceShape_dataset\train\square\114_jpg.rf.05df85b2d1a1c623ef201956391d9c68.jpg,square,train
largeFaceShape_dataset\train\round\round-210-_jpg.rf.c5b03b70ba1259ce973567ada66e9c72.jpg,round,train
largeFaceShape_dataset\train\heart\heart-967-_jpg.rf.8c3b8dcbf2897131e767a1f650979464.jpg,heart,train
largeFaceShape_dataset\test\oval\ovale-t53_jpg.rf.33444e23ebca1b2e1e4771ab3bd5edaa.jpg,oval,test
largeFaceShape_dataset\train\heart\heart-396-_jpg.rf.447b02b8855255c1c6be9e47342a15a1.jpg,heart,train
largeFaceShape_dataset\test\square\square-934-_jpg.rf.7fd852a941c28333047ac5e034584a35.jpg,square,test
largeFaceShape_dataset\train\round\round-325-_jpg.rf.4b20191a39cf3a4c8d8b294cdc3a7090.jpg,round,train
largeFaceShape_dataset\train\square\square-188-_jpg.rf.00289ea81d98a1be2524a982fb4eba47.jpg,square,train
largeFaceShape_dataset\train\round\round-860-_jpg.rf.615111ad4c413a55fe3ade2f57ce3307.jpg,round,train
largeFaceShape_dataset\train\round\round-589-_jpg.rf.cff5fdc736eddf6e1320465f4b3fb675.jpg,round,train
largeFaceShape_dataset\train\long\oblong-1000-_jpg.rf.e2918a2e606831b7b80d278adebf05f4.jpg,long,train
largeFaceShape_dataset\train\square\square-801-_jpg.rf.0c02fb40fa8b0b7e992aa5878bed9644.jpg,square,train
largeFaceShape_dataset\train\long\oblong-24-_jpg.rf.4c4b4e964e66c910132c8aece3fa321a.jpg,long,train
largeFaceShape_dataset\test\oval\ovale-t80_jpg.rf.2a4bbadda6b1a5a09bdba14047621424.jpg,oval,test
largeFaceShape_dataset\test\square\square-299-_jpg.rf.a97d59597782d117680658b1a95e196c.jpg,square,test
largeFaceShape_dataset\train\round\round-122-_jpg.rf.b6279548f82a4e956d97efb686708cc3.jpg,round,train
largeFaceShape_dataset\train\oval\oval-93-_jpg.rf.51bc6fd6d9cae15ceee22b8e89955dda.jpg,oval,train
largeFaceShape_dataset\train\square\square-343-_jpg.rf.96bf7b949912cd1b0ef420658eb9284f.jpg,square,train
largeFaceShape_dataset\train\round\round-903-_jpg.rf.3138e36769bde38de520dbbdaa15b133.jpg,round,train
largeFaceShape_dataset\train\square\square-484-_jpg.rf.dbb53e860dbf35d84da212e89695816a.jpg,square,train
largeFaceShape_dataset\train\round\round-491-_jpg.rf.bc0a5bbe698629af0615f1b5b8253357.jpg,round,train
largeFaceShape_dataset\train\square\square-258-_jpg.rf.1ddfee2a05770fadd0098bd72d9ede03.jpg,square,train
largeFaceShape_dataset\train\round\round-457_jpg.rf.5705d91f61620a45b1cb0183e33f0540.jpg,round,train
largeFaceShape_dataset\train\heart\heart-181-_jpg.rf.cfe6490f1acaa5b227b9566fff5cb64f.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-980-_jpg.rf.7c1d3bb1256b074693d1f66c516a9ef2.jpg,heart,train
largeFaceShape_dataset\train\long\67_jpg.rf.e39c1a13071b753cb208cbb73dc4a1ca.jpg,long,train
largeFaceShape_dataset\train\round\round-34-_jpg.rf.e67467e18c1e26407641cb324bade2da.jpg,round,train
largeFaceShape_dataset\train\round\round-808-_jpg.rf.658a8f25889e3a8fc457f97571de8e28.jpg,round,train
largeFaceShape_dataset\train\heart\heart-262-_jpg.rf.92a86ff99308464062929aea3d1ff167.jpg,heart,train
largeFaceShape_dataset\train\square\square-510-_jpg.rf.2941f8005396675a156864bae7b967d7.jpg,square,train
largeFaceShape_dataset\train\round\round-635-_jpg.rf.cd2d2144fb6139fb346694deba669b7b.jpg,round,train
largeFaceShape_dataset\train\round\round-854-_jpg.rf.9089afd4e9466f16fe55c3f993d2c2e9.jpg,round,train
largeFaceShape_dataset\train\heart\heart-944-_jpg.rf.6d493522bcb3fd64f3bc5eb4950a65af.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-155-_jpg.rf.b462f1a2e094e8bf0e4d1e1e3844327f.jpg,oval,train
largeFaceShape_dataset\train\square\square-476-_jpg.rf.f7a3acd2c3bc38792c8df5ae94e760a9.jpg,square,train
largeFaceShape_dataset\train\round\round-680_jpg.rf.7aa541c9aba2e3f71b9782d673468cd2.jpg,round,train
largeFaceShape_dataset\train\oval\oval-632-_jpg.rf.57e008a8d2e43446c0c18c57672e4f19.jpg,oval,train
largeFaceShape_dataset\test\square\square-681-_jpg.rf.d8c771778603a7017b5b185feb3abea4.jpg,square,test
largeFaceShape_dataset\train\oval\oval-42-_jpg.rf.5069087dc093c5767776d0b348f3f770.jpg,oval,train
largeFaceShape_dataset\train\square\sqaure-203_jpg.rf.127cb89997e8cd1e4f01685cf8d10e48.jpg,square,train
largeFaceShape_dataset\train\long\oblong-756-_jpg.rf.e01f7f0e7f281de44dd39d099c44bd04.jpg,long,train
largeFaceShape_dataset\train\round\round-795-_jpg.rf.55d2e32ae34847c6e07a45e4ed7feec6.jpg,round,train
largeFaceShape_dataset\train\oval\oval-603-_jpg.rf.82e03ffd70c0dfa05cb432d18f586a78.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-665-_jpg.rf.8585fc0c60d062f9de51e8e1d1ef443a.jpg,oval,train
largeFaceShape_dataset\test\square\61_jpg.rf.b726ba2a67dee6ec22f0b4bb76c253fb.jpg,square,test
largeFaceShape_dataset\train\square\square-79-_jpg.rf.6c5d1aaf1f9f532c829404a5a38a0a25.jpg,square,train
largeFaceShape_dataset\test\heart\heart-685-_jpg.rf.19be4cd65fa509f012a81ec2e9c31b19.jpg,heart,test
largeFaceShape_dataset\train\oval\oval-591-_jpg.rf.b47649424685fedf15f14481348e6fa4.jpg,oval,train
largeFaceShape_dataset\test\round\round-745-_jpg.rf.74a9b569d033b0b527337d6450875c26.jpg,round,test
largeFaceShape_dataset\train\square\square-331-_jpg.rf.257a0fdc0b4919158da80dd2ed934f9e.jpg,square,train
largeFaceShape_dataset\train\long\oblong-141-_jpg.rf.18c3940bffcec8c76ea4b93365ac5f80.jpg,long,train
largeFaceShape_dataset\train\round\round-681-_jpg.rf.76aa2efec4f6fa8c49f8f3525a45492e.jpg,round,train
largeFaceShape_dataset\train\oval\oval-38-_jpg.rf.def68d815ddca0c40ff2a0e6a02ded96.jpg,oval,train
largeFaceShape_dataset\train\round\round-881-_jpg.rf.b3f86610ce4332c44f48f0727b7447bb.jpg,round,train
largeFaceShape_dataset\train\round\round-141-_jpg.rf.952e06d1705d69bb444f398da772b96c.jpg,round,train
largeFaceShape_dataset\train\long\oblong-58-_jpg.rf.24ca4a289074b929a4914d3ff22ac03e.jpg,long,train
largeFaceShape_dataset\train\square\square-903-_jpg.rf.ec1ba92d33473d12f88a979397a86c88.jpg,square,train
largeFaceShape_dataset\train\heart\heart-953-_jpg.rf.f9cef84cc17c3aac1b7bc725d424a633.jpg,heart,train
largeFaceShape_dataset\train\long\89_jpg.rf.4cf8b392be5d4c39983a2a4918eeb98e.jpg,long,train
largeFaceShape_dataset\train\square\square-319-_jpg.rf.964c85e0ffd64254173af4b8ca58ae7f.jpg,square,train
largeFaceShape_dataset\train\oval\oval-587-_jpg.rf.796e447c905060bbf678b7399ab8a99c.jpg,oval,train
